,prompt,layer,head,head_output,model
4,Albert Einstein was known for developing the theory of,4,4,[ 6.6382422  4.9235315  1.63582   ... -0.3474053 -0.5794955  4.720675 ],gpt2-small
5,Albert Einstein was known for developing the theory of,4,5,"[ 4.8626165   5.7781568   3.8260536  ... -0.24000782 -0.7685318
  4.470983  ]",gpt2-small
6,Albert Einstein was known for developing the theory of,4,6,"[ 4.1495447   4.293634    2.1926332  ... -0.43786544  0.13616413
  3.9719777 ]",gpt2-small
7,Albert Einstein was known for developing the theory of,4,7,"[ 2.605985    2.681753    0.75313926 ... -1.1371009   0.2388047
  3.1550267 ]",gpt2-small
8,Albert Einstein was known for developing the theory of,4,8,[ 3.8813066  4.6051083  1.9325992 ... -0.4550283 -0.7364327  4.1748247],gpt2-small
9,Albert Einstein was known for developing the theory of,4,9,"[ 2.325658    4.312267    1.09893    ...  0.23319435 -1.2558448
  4.000247  ]",gpt2-small
10,Albert Einstein was known for developing the theory of,4,10,[ 4.178185   4.3926277  2.5558429 ... -0.2954319 -1.0692434  4.5074673],gpt2-small
11,Albert Einstein was known for developing the theory of,4,11,"[ 3.8423629   4.610413    2.0752823  ... -0.46519417 -0.96596134
  4.788255  ]",gpt2-small
0,Albert Einstein was known for developing the theory of,5,0,"[ 4.200724    3.9776745   2.0766366  ... -0.53028864 -0.7140769
  4.297684  ]",gpt2-small
1,Albert Einstein was known for developing the theory of,5,1,[ 4.3694205  4.691385   2.490127  ... -1.8916804 -0.7984173  4.11397  ],gpt2-small
2,Albert Einstein was known for developing the theory of,5,2,"[ 3.6376355   4.1132264   2.6215775  ... -0.61979896 -0.6564834
  4.2633066 ]",gpt2-small
3,Albert Einstein was known for developing the theory of,5,3,"[ 3.3841078   4.462248    1.4883664  ... -0.84174335 -0.13735282
  3.435511  ]",gpt2-small
4,Albert Einstein was known for developing the theory of,5,4,"[ 3.5715146   4.272451    2.3292117  ... -1.1375616  -0.18820187
  4.128981  ]",gpt2-small
5,Albert Einstein was known for developing the theory of,5,5,[ 4.3354387  5.0225883  2.4219322 ... -1.9068073 -1.435286   4.057853 ],gpt2-small
6,Albert Einstein was known for developing the theory of,5,6,"[ 3.66664     4.369128    2.523593   ... -0.84957206 -1.3541577
  4.291212  ]",gpt2-small
7,Albert Einstein was known for developing the theory of,5,7,[ 4.3989296  6.2211547  4.126766  ... -4.8751197 -3.2984786  4.5545073],gpt2-small
8,Albert Einstein was known for developing the theory of,5,8,"[ 3.635325    3.7857506   3.2854128  ... -0.5456047  -0.15141067
  3.6063628 ]",gpt2-small
9,Albert Einstein was known for developing the theory of,5,9,[3.150371   4.7110577  2.7298903  ... 0.86830044 0.16377437 4.4412165 ],gpt2-small
10,Albert Einstein was known for developing the theory of,5,10,[ 3.906335   4.8048916  2.1916056 ... -1.7364045 -0.6341002  3.1562543],gpt2-small
11,Albert Einstein was known for developing the theory of,5,11,"[ 4.631502    3.4666126   1.2370368  ... -0.42221105 -0.9022676
  4.6081166 ]",gpt2-small
0,Albert Einstein was known for developing the theory of,6,0,"[ 4.1499677   4.5925546   1.8486335  ... -0.79258156 -0.18503556
  3.44278   ]",gpt2-small
1,Albert Einstein was known for developing the theory of,6,1,"[ 3.7904062   4.1512547   1.6981273  ... -0.24577665 -0.25426543
  5.0002465 ]",gpt2-small
2,Albert Einstein was known for developing the theory of,6,2,"[ 3.4369824   5.4602623   0.54120755 ... -0.18946779 -0.34569377
  2.9517813 ]",gpt2-small
3,Albert Einstein was known for developing the theory of,6,3,"[ 3.7892296   4.2566276   2.302676   ... -0.54460335 -0.91221756
  4.796425  ]",gpt2-small
4,Albert Einstein was known for developing the theory of,6,4,"[ 3.9113684   6.0070996   1.5833979  ... -2.9978886   0.47082686
  2.515819  ]",gpt2-small
5,Albert Einstein was known for developing the theory of,6,5,[ 4.0974607  3.9699955  1.3536983 ... -1.6921222 -1.353784   4.4369755],gpt2-small
6,Albert Einstein was known for developing the theory of,6,6,"[ 2.9844747   3.053575    2.0278554  ... -1.3907752  -0.35526934
  4.2959666 ]",gpt2-small
7,Albert Einstein was known for developing the theory of,6,7,"[ 4.2880177   4.3303714   2.7926908  ... -2.0546346  -0.58794713
  4.5391674 ]",gpt2-small
8,Albert Einstein was known for developing the theory of,6,8,"[ 3.0565252   3.9836304   2.4991992  ... -0.8813312  -0.43080854
  3.134707  ]",gpt2-small
9,Albert Einstein was known for developing the theory of,6,9,"[ 4.851542    4.7501287   2.6985056  ... -1.12919    -0.62493956
  5.0110617 ]",gpt2-small
10,Albert Einstein was known for developing the theory of,6,10,"[ 3.6804185   4.2412477   2.329063   ... -0.2993493  -0.45251572
  4.7786427 ]",gpt2-small
11,Albert Einstein was known for developing the theory of,6,11,[ 3.2014196  4.50495    2.5097258 ... -0.7528947 -0.9980303  4.0172014],gpt2-small
0,Albert Einstein was known for developing the theory of,7,0,"[ 4.0106325   4.67737     1.9759132  ... -0.94353217 -0.3555403
  3.8854084 ]",gpt2-small
1,Albert Einstein was known for developing the theory of,7,1,[ 3.842947   4.2884827  2.129394  ... -0.5757029 -1.0219252  3.7974427],gpt2-small
2,Albert Einstein was known for developing the theory of,7,2,[ 3.6217372  3.919018   1.798877  ... -1.0443171 -0.5758453  4.2569656],gpt2-small
3,Albert Einstein was known for developing the theory of,7,3,[ 4.359661   4.993792   2.621945  ... -1.2370795 -0.3404442  3.2645378],gpt2-small
4,Albert Einstein was known for developing the theory of,7,4,"[ 3.8435066   4.3567953   2.1152256  ... -0.7799272  -0.69868416
  4.825379  ]",gpt2-small
5,Albert Einstein was known for developing the theory of,7,5,[ 1.6068642  5.325932   2.4508564 ... -1.6099222  0.2575338  3.6674442],gpt2-small
6,Albert Einstein was known for developing the theory of,7,6,"[ 4.68425     4.5543547   2.585563   ... -0.22551608 -0.8108525
  3.483324  ]",gpt2-small
7,Albert Einstein was known for developing the theory of,7,7,"[ 3.3854837   3.729545    1.8643566  ... -0.699572   -0.69786817
  4.3907485 ]",gpt2-small
8,Albert Einstein was known for developing the theory of,7,8,"[ 4.3877783   4.28758     2.0694003  ... -0.77819675 -1.0418286
  4.4023705 ]",gpt2-small
9,Albert Einstein was known for developing the theory of,7,9,"[ 2.9782643   4.064728    1.1900309  ... -0.46017307 -0.6840098
  5.1247396 ]",gpt2-small
10,Albert Einstein was known for developing the theory of,7,10,[ 4.554526   4.2472606  2.3496952 ... -1.2099934 -1.1589401  4.181074 ],gpt2-small
11,Albert Einstein was known for developing the theory of,7,11,"[ 4.7017975   4.3461967   2.3161383  ... -0.617505   -0.00994188
  4.165145  ]",gpt2-small
0,Albert Einstein was known for developing the theory of,8,0,"[ 4.1069827   3.8931785   2.9203773  ... -0.49335206 -0.79837227
  3.8500462 ]",gpt2-small
1,Albert Einstein was known for developing the theory of,8,1,"[ 4.5158677   4.6177816   1.9912908  ... -0.7349591  -0.39622283
  4.54251   ]",gpt2-small
2,Albert Einstein was known for developing the theory of,8,2,"[ 3.7408278   4.4073653   1.824714   ... -0.5470786  -0.88284075
  4.608376  ]",gpt2-small
3,Albert Einstein was known for developing the theory of,8,3,"[ 3.301854    3.4012864   1.590263   ... -0.74200076 -0.90165645
  4.4143567 ]",gpt2-small
4,Albert Einstein was known for developing the theory of,8,4,[ 4.2040997  5.044912   0.5588012 ... -1.74209   -3.133539   5.6455417],gpt2-small
5,Albert Einstein was known for developing the theory of,8,5,"[ 3.8797135   2.8495202  -0.24474001 ...  0.37889445  0.7651408
  2.968799  ]",gpt2-small
6,Albert Einstein was known for developing the theory of,8,6,"[ 4.3447847   4.4640765   2.3367214  ... -0.7707691  -0.06510574
  4.2843475 ]",gpt2-small
7,Albert Einstein was known for developing the theory of,8,7,[3.4994016  3.3295531  1.6125872  ... 0.10584378 0.41231823 3.983237  ],gpt2-small
8,Albert Einstein was known for developing the theory of,8,8,[ 4.9599304  3.6414135  0.4344343 ... -1.245646   2.4812202  4.79341  ],gpt2-small
9,Albert Einstein was known for developing the theory of,8,9,"[ 3.884414    4.3593264   2.531873   ... -0.7726455  -0.64876246
  3.6870797 ]",gpt2-small
10,Albert Einstein was known for developing the theory of,8,10,[ 3.4743087  3.5600877  2.5205219 ... -1.5689507 -1.6763889  3.410365 ],gpt2-small
11,Albert Einstein was known for developing the theory of,8,11,"[ 4.1638145   3.7137475   0.74015415 ... -1.8622785  -1.3985913
  3.9805114 ]",gpt2-small
0,Albert Einstein was known for developing the theory of,9,0,"[ 4.069628    4.5114      2.6576183  ...  0.4942454  -0.02756894
  3.8063889 ]",gpt2-small
1,Albert Einstein was known for developing the theory of,9,1,[ 4.5171227  4.452288   2.7233083 ... -0.5144851 -0.0255608  4.97087  ],gpt2-small
2,Albert Einstein was known for developing the theory of,9,2,[ 4.8958297  3.6813629  1.4578848 ... -2.003877   1.0274415  4.9218364],gpt2-small
3,Albert Einstein was known for developing the theory of,9,3,"[ 3.532529    1.1536803  -0.13514996 ... -0.04634857  1.6113279
  2.6793995 ]",gpt2-small
4,Albert Einstein was known for developing the theory of,9,4,"[ 4.007418    2.7173655   1.7446164  ... -1.0624465  -0.55512404
  5.3052936 ]",gpt2-small
5,Albert Einstein was known for developing the theory of,9,5,[ 3.948043   6.5568175  3.162067  ... -4.17828   -2.312213   3.0037599],gpt2-small
6,Albert Einstein was known for developing the theory of,9,6,[ 3.6530914  3.7454047  1.5559256 ... -1.1084133 -1.2030838  3.6096008],gpt2-small
7,Albert Einstein was known for developing the theory of,9,7,"[ 4.5432706   4.5302005   2.1798198  ...  0.4020337  -0.28699344
  3.3550487 ]",gpt2-small
8,Albert Einstein was known for developing the theory of,9,8,[ 4.7247925  4.442898   1.8889169 ... -1.5483022 -0.5222732  4.094664 ],gpt2-small
9,Albert Einstein was known for developing the theory of,9,9,"[ 3.9043977   4.0803328   2.538381   ... -2.2808104  -0.68307394
  4.4728127 ]",gpt2-small
10,Albert Einstein was known for developing the theory of,9,10,[2.7788167  3.6054044  1.8238881  ... 0.10423696 0.12578487 3.6007123 ],gpt2-small
11,Albert Einstein was known for developing the theory of,9,11,"[ 4.3446803   3.9492927   0.66127634 ... -0.6500374  -0.28993404
  4.006179  ]",gpt2-small
0,Albert Einstein was known for developing the theory of,10,0,[ 5.441533   5.2442064  0.8263502 ... -8.689747   2.4047298  4.0432687],gpt2-small
1,Albert Einstein was known for developing the theory of,10,1,"[ 4.6876483   4.0154862   2.042393   ... -0.6430465  -0.14010674
  4.702985  ]",gpt2-small
2,Albert Einstein was known for developing the theory of,10,2,"[ 4.31419     4.8336773  -1.0139022  ... -0.38497585  0.43308604
  4.285891  ]",gpt2-small
3,Albert Einstein was known for developing the theory of,10,3,"[ 4.034215    5.199947    2.3637993  ... -0.8559272  -0.25429952
  4.365439  ]",gpt2-small
4,Albert Einstein was known for developing the theory of,10,4,"[ 4.6253767  -1.4197555   1.3980869  ... -1.0575544  -0.11281529
  2.2584057 ]",gpt2-small
5,Albert Einstein was known for developing the theory of,10,5,"[ 4.25947     4.0215993   1.7480036  ... -0.24547756 -0.4973265
  4.1038704 ]",gpt2-small
6,Albert Einstein was known for developing the theory of,10,6,[ 4.120178   4.430912   2.079787  ... -2.9055638  1.3439282  4.4126782],gpt2-small
7,Albert Einstein was known for developing the theory of,10,7,[ 2.9888828  5.0269346  7.1713247 ...  0.4638753 -4.8143454  4.9947257],gpt2-small
8,Albert Einstein was known for developing the theory of,10,8,[ 3.406839   3.5399828  1.8553913 ... -0.9061116 -0.5906323  3.9353755],gpt2-small
9,Albert Einstein was known for developing the theory of,10,9,[ 4.5704503  3.9703195  1.5243589 ...  0.0723803 -0.4833774  4.227141 ],gpt2-small
10,Albert Einstein was known for developing the theory of,10,10,[ 3.9197445  3.9643443  2.24739   ... -1.8323917 -1.2964196  3.9917097],gpt2-small
11,Albert Einstein was known for developing the theory of,10,11,"[ 4.056014    3.666971    1.7426353  ...  0.07931387 -0.34763613
  4.3463078 ]",gpt2-small
0,Albert Einstein was known for developing the theory of,11,0,"[ 4.384015    2.9733636   1.2643056  ... -0.26545978  1.125581
 -2.26093   ]",gpt2-small
1,Albert Einstein was known for developing the theory of,11,1,[ 4.3644233  4.419012   1.7030209 ... -1.3974173 -0.9406925  5.7517943],gpt2-small
2,Albert Einstein was known for developing the theory of,11,2,"[ 5.0410686   4.8889785   2.4050002  ... -0.87306297  0.11244333
  5.7456207 ]",gpt2-small
3,Albert Einstein was known for developing the theory of,11,3,"[ 4.5906587   4.396632    2.566587   ... -4.107254    0.60066164
  3.6316948 ]",gpt2-small
4,Albert Einstein was known for developing the theory of,11,4,"[ 3.6854877   1.7028892  -1.0381155  ... -1.4620603  -0.17385107
  2.140221  ]",gpt2-small
5,Albert Einstein was known for developing the theory of,11,5,"[ 3.2437513   4.11372     1.6131985  ... -0.6760112  -0.36581463
  3.3478537 ]",gpt2-small
6,Albert Einstein was known for developing the theory of,11,6,"[ 3.9872036   4.443927    2.2472029  ... -0.6447196  -0.08621216
  4.6239634 ]",gpt2-small
7,Albert Einstein was known for developing the theory of,11,7,"[ 2.8289068   4.283865    3.0559702  ... -0.5218111  -0.80664784
  4.1029615 ]",gpt2-small
8,Albert Einstein was known for developing the theory of,11,8,"[ 3.7612042   9.538165    3.0182781  ... -1.5667648  -0.16014111
 11.236902  ]",gpt2-small
9,Albert Einstein was known for developing the theory of,11,9,"[ 4.840595    4.9666605   2.6771798  ... -2.2158723  -0.44516572
  4.6672196 ]",gpt2-small
10,Albert Einstein was known for developing the theory of,11,10,"[ 3.2952423   3.9023385   1.3471087  ... -1.779861    0.03416413
  3.8511798 ]",gpt2-small
11,Albert Einstein was known for developing the theory of,11,11,[3.7552817  3.8546605  1.965627   ... 0.36965227 0.16322732 4.869102  ],gpt2-small
0,James Madison was born in the state of,0,0,[3.1779535  3.6111016  0.86497307 ... 0.2985121  0.54364204 3.015522  ],gpt2-small
1,James Madison was born in the state of,0,1,"[ 2.791625    3.4302282   0.17670238 ... -2.7385664  -2.5445657
  4.50348   ]",gpt2-small
2,James Madison was born in the state of,0,2,"[ 4.829442    4.6807733   2.5590322  ... -0.6026056  -0.29779264
  4.6156826 ]",gpt2-small
3,James Madison was born in the state of,0,3,"[ 2.9047723   3.574044    0.6739502  ... -0.3437842   0.28710353
  3.0926342 ]",gpt2-small
4,James Madison was born in the state of,0,4,[ 4.061634   4.231574   3.2807076 ... -1.3366529 -1.1185439  4.6813016],gpt2-small
5,James Madison was born in the state of,0,5,"[ 2.7526093   3.8884392   1.6651268  ... -0.22621197 -0.36556828
  4.040408  ]",gpt2-small
6,James Madison was born in the state of,0,6,[ 3.5320544  3.8021207  2.6613069 ...  0.4420961 -2.3803246  5.1255946],gpt2-small
7,James Madison was born in the state of,0,7,[ 3.1919131  3.9901528  1.9285258 ... -1.9911814 -1.2813505  3.7229815],gpt2-small
8,James Madison was born in the state of,0,8,"[ 3.3574843   4.88021     1.4487469  ... -3.197742    0.31889737
  3.0929966 ]",gpt2-small
9,James Madison was born in the state of,0,9,[ 1.9788709  3.4898105  2.530214  ... -1.767592   3.685422   1.4472911],gpt2-small
10,James Madison was born in the state of,0,10,"[ 5.9137564   4.969327    2.2807775  ...  0.34464812 -1.2959477
  4.393493  ]",gpt2-small
11,James Madison was born in the state of,0,11,"[ 3.8969755   6.19844     3.6260786  ... -0.07345068 -2.1518812
  2.8621812 ]",gpt2-small
0,James Madison was born in the state of,1,0,"[ 3.5272784   3.8054159   1.5328027  ... -1.0770696  -0.69660306
  4.0847507 ]",gpt2-small
1,James Madison was born in the state of,1,1,[ 3.619659   4.0962386  1.2507454 ... -1.3606925 -1.0823593  2.8363771],gpt2-small
2,James Madison was born in the state of,1,2,"[ 2.888145    2.3135252   1.8927333  ... -0.43136632  1.3679007
  2.896671  ]",gpt2-small
3,James Madison was born in the state of,1,3,"[ 4.8873353   5.4964104   3.6644216  ... -0.82098615  0.6561122
  4.6286826 ]",gpt2-small
4,James Madison was born in the state of,1,4,[ 2.7706628  4.2079477  1.7600586 ... -0.2248733 -2.0126534  3.9572158],gpt2-small
5,James Madison was born in the state of,1,5,"[ 3.0302534   1.1545119   0.25236583 ... -0.528262    0.35787058
  3.2171638 ]",gpt2-small
6,James Madison was born in the state of,1,6,"[ 2.3251882   3.4517207   1.7690873  ...  0.13858104 -1.1141883
  4.410846  ]",gpt2-small
7,James Madison was born in the state of,1,7,[ 4.5718575  5.8928146  2.6550536 ... -2.1669936  0.3967172  2.8295264],gpt2-small
8,James Madison was born in the state of,1,8,[ 4.5414953  4.881191   2.1683815 ... -1.0929987 -1.4231213  3.9777603],gpt2-small
9,James Madison was born in the state of,1,9,"[ 4.0910807   4.506841    2.2076404  ... -1.5665909  -0.48538285
  4.0173216 ]",gpt2-small
10,James Madison was born in the state of,1,10,"[ 2.510913    2.3752818   1.6540308  ... -0.83033115  0.8832202
  3.7141979 ]",gpt2-small
11,James Madison was born in the state of,1,11,"[ 3.4280977   4.690793    3.633955   ... -0.87071574 -1.7569441
  4.441051  ]",gpt2-small
0,James Madison was born in the state of,2,0,"[ 5.1461487   4.2927237   1.957606   ... -2.3032804   0.31067032
  5.570883  ]",gpt2-small
1,James Madison was born in the state of,2,1,"[ 3.743776    4.0051556   2.1445522  ... -0.74761134 -0.29954278
  4.0839596 ]",gpt2-small
2,James Madison was born in the state of,2,2,"[ 3.9818566   4.131364    2.1058064  ... -0.40323433  0.29444218
  4.8185315 ]",gpt2-small
3,James Madison was born in the state of,2,3,"[ 3.4122746   2.8961592   2.6256375  ... -0.88156605 -1.7198255
  4.3449345 ]",gpt2-small
4,James Madison was born in the state of,2,4,[ 5.4194846  4.62247    2.457453  ... -2.3740318 -2.776565   5.4389715],gpt2-small
5,James Madison was born in the state of,2,5,"[ 4.672327    5.1997404   1.0459921  ... -0.48741534 -0.14152375
  4.4404263 ]",gpt2-small
6,James Madison was born in the state of,2,6,[ 2.697045   4.523094   0.7892436 ... -0.6011877 -1.3179541  3.644213 ],gpt2-small
7,James Madison was born in the state of,2,7,"[ 5.1065335   5.1075025   3.5057771  ... -1.869847   -0.61716735
  4.1819134 ]",gpt2-small
8,James Madison was born in the state of,2,8,"[ 3.7003489   4.2306986   1.1434913  ... -2.372517   -0.17522073
  3.934198  ]",gpt2-small
9,James Madison was born in the state of,2,9,"[ 3.1188073   4.3627367   3.1949286  ... -0.0306052  -0.12528113
  2.6614528 ]",gpt2-small
10,James Madison was born in the state of,2,10,[ 2.6807766  1.9409022  2.2842731 ...  1.4287715 -1.5162427  1.6175332],gpt2-small
